10.0,2.3
11.0,2.6
12.0,2.5
13.0,2.7
14.0,2.9
15.0,3.0
16.0,3.3
17.0,3.7
18.0,3.7
19.0,3.9
20.0,4.4
21.0,3.0
22.0,3.1
23.0,2.7
24.0,3.4
25.0,3.7
26.0,3.1
27.0,5.1
28.0,4.7
29.0,4.5
30.0,4.2
31.0,4.1
32.0,4.1
33.0,4.0
34.0,4.2
35.0,4.7
36.0,5.6
37.0,4.9
38.0,4.5
39.0,4.9
40.0,4.6
41.0,4.0
42.0,4.2
43.0,5.2
44.0,4.3
45.0,5.8
46.0,4.9
47.0,4.2
48.0,4.3
49.0,5.0
50.0,4.4
51.0,5.2
52.0,4.5
53.0,5.2
54.0,6.0
55.0,5.6
56.0,5.5
57.0,5.5
58.0,5.1
59.0,4.2
60.0,5.4
61.0,4.7
62.0,5.8
63.0,5.6
64.0,6.1
65.0,5.3
66.0,5.1
67.0,4.8
68.0,4.9
69.0,5.6
70.0,5.0
71.0,5.0
72.0,4.5
73.0,5.8
74.0,5.5
75.0,5.1
76.0,5.8
77.0,5.9
78.0,5.6
79.0,5.9
80.0,6.2
81.0,4.9
82.0,6.5
83.0,5.9
84.0,5.8
85.0,5.6
86.0,5.0
87.0,6.5
88.0,6.0
89.0,6.7
90.0,5.8
91.0,5.5
92.0,6.5
93.0,5.1
94.0,5.7
95.0,6.2
96.0,5.4
97.0,5.3
98.0,6.2
99.0,5.2
100.0,7.4
101.0,6.3
102.0,5.6
103.0,5.6
104.0,5.6
105.0,6.9
106.0,6.0
107.0,6.5
108.0,6.2
109.0,6.1
110.0,6.2
111.0,5.5
112.0,5.6
113.0,5.8
114.0,6.1
115.0,7.0
116.0,5.6
117.0,6.4
118.0,5.7
119.0,5.1
120.0,6.1
121.0,6.5
122.0,5.6
123.0,5.9
124.0,6.3
125.0,5.7
126.0,6.3
127.0,6.9
128.0,6.3
129.0,6.6
130.0,5.6
131.0,7.6
132.0,6.8
133.0,6.1
134.0,6.7
135.0,6.6
136.0,5.7
137.0,6.7
138.0,6.4
139.0,6.9
140.0,6.6
141.0,6.0
142.0,7.2
143.0,6.5
144.0,6.3
145.0,7.0
146.0,6.7
147.0,6.6
148.0,5.7
149.0,6.4
150.0,7.0
151.0,7.3
152.0,5.6
153.0,6.4
154.0,5.5
155.0,7.5
156.0,6.9
157.0,6.6
158.0,6.8
159.0,7.1
160.0,7.0
161.0,7.7
162.0,7.0
163.0,7.4
164.0,6.8
165.0,7.8
166.0,6.3
167.0,7.5
168.0,6.0
169.0,6.4
170.0,6.6
171.0,6.0
172.0,7.8
173.0,7.1
174.0,6.3
175.0,6.0
176.0,6.3
177.0,6.2
178.0,6.5
179.0,7.0
180.0,7.7
181.0,6.7
182.0,6.8
183.0,6.2
184.0,7.9
185.0,7.5
186.0,7.0
187.0,7.7
188.0,7.6
189.0,6.6
190.0,6.7
191.0,6.4
192.0,7.8
193.0,6.4
194.0,6.4
195.0,6.7
196.0,8.3
197.0,5.7
198.0,6.8
199.0,6.4
200.0,7.6
201.0,5.8
202.0,6.8
203.0,7.1
204.0,7.9
205.0,6.5
206.0,6.7
207.0,6.5
208.0,8.6
209.0,6.7
210.0,7.4
211.0,6.5
212.0,8.4
213.0,6.8
214.0,7.6
215.0,6.6
216.0,6.8
217.0,7.5
218.0,6.9
219.0,7.3
220.0,8.4
221.0,6.5
222.0,7.2
223.0,6.9
224.0,7.4
225.0,7.1
226.0,6.7
227.0,6.2
228.0,6.2
229.0,6.6
230.0,7.3
231.0,7.4
232.0,6.7
233.0,7.8
234.0,7.1
235.0,7.6
236.0,7.3
237.0,7.6
238.0,6.7
239.0,7.1
240.0,7.4
241.0,8.4
242.0,7.2
243.0,7.3
244.0,7.3
245.0,6.9
246.0,8.1
247.0,6.9
248.0,6.8
249.0,7.3
250.0,7.3
251.0,6.7
252.0,8.4
253.0,7.1
254.0,6.4
255.0,6.7
256.0,6.3
257.0,7.1
258.0,7.9
259.0,7.1
260.0,6.5
261.0,6.7
262.0,6.9
263.0,6.6
264.0,8.3
265.0,7.8
266.0,7.5
267.0,7.3
268.0,6.3
269.0,8.2
270.0,7.9
271.0,8.5
272.0,7.3
273.0,7.3
274.0,8.2
275.0,8.3
276.0,7.3
277.0,7.6
278.0,7.7
279.0,7.2
280.0,6.8
281.0,6.9
282.0,7.0
283.0,7.1
284.0,7.2
285.0,7.6
286.0,6.6
287.0,8.2
288.0,6.9
289.0,7.1
290.0,7.5
291.0,8.0
292.0,8.0
293.0,7.7
294.0,6.9
295.0,7.9
296.0,7.0
297.0,7.9
298.0,7.2
299.0,7.7
300.0,7.7
301.0,8.4
302.0,7.5
303.0,7.0
304.0,7.6
305.0,7.4
306.0,8.7
307.0,7.9
308.0,8.0
309.0,6.4
310.0,8.5
311.0,8.2
312.0,7.1
313.0,7.4
314.0,7.1
315.0,8.2
316.0,7.2
317.0,7.7
318.0,7.8
319.0,8.9
320.0,8.2
321.0,7.6
322.0,8.6
323.0,7.8
324.0,6.8
325.0,8.3
326.0,7.1
327.0,8.5
328.0,8.0
329.0,8.0
330.0,8.0
331.0,8.5
332.0,8.1
333.0,7.4
334.0,8.9
335.0,7.8
336.0,7.8
337.0,7.7
338.0,8.1
339.0,7.3
340.0,7.9
341.0,6.8
342.0,8.1
343.0,9.0
344.0,8.4
345.0,7.4
346.0,7.3
347.0,7.2
348.0,7.5
349.0,8.5
350.0,6.5
351.0,8.0
352.0,8.3
353.0,7.3
354.0,8.4
355.0,8.2
356.0,8.5
357.0,8.3
358.0,8.1
359.0,7.3
360.0,7.9
361.0,7.8
362.0,7.8
363.0,8.0
364.0,8.5
365.0,7.0
366.0,8.2
367.0,7.6
368.0,7.8
369.0,9.2
370.0,7.1
371.0,8.0
372.0,7.9
373.0,8.3
374.0,8.6
375.0,7.5
376.0,9.4
377.0,7.6
378.0,7.4
379.0,7.3
380.0,8.5
381.0,7.7
382.0,7.6
383.0,8.1
384.0,8.0
385.0,7.8
386.0,7.5
387.0,7.6
388.0,7.4
389.0,8.1
390.0,8.0
391.0,8.0
392.0,8.5
393.0,7.5
394.0,9.0
395.0,7.6
396.0,7.7
397.0,7.5
398.0,8.0
399.0,7.2
400.0,8.0
401.0,7.5
402.0,8.3
403.0,7.5
404.0,7.5
405.0,7.9
406.0,7.7
407.0,8.6
408.0,8.3
409.0,7.7
410.0,7.7
411.0,7.7
412.0,8.3
413.0,7.7
414.0,7.2
415.0,8.0
416.0,8.4
417.0,7.7
418.0,8.7
419.0,8.2
420.0,8.6
421.0,9.7
422.0,7.5
423.0,7.5
424.0,7.9
425.0,8.6
426.0,7.8
427.0,8.5
428.0,7.5
429.0,7.9
430.0,6.8
431.0,7.9
432.0,7.8
433.0,10.2
434.0,9.1
435.0,7.7
436.0,7.4
437.0,8.0
438.0,8.7
